ticker,exchange,industry,first_trading_year
HURC,NASDAQ,,
HURN,NASDAQ,,
HUT,NASDAQ,,
HVII,NASDAQ,,
HVIIR,NASDAQ,,
HVIIU,NASDAQ,,
HVMC,NASDAQ,,
HVMCU,NASDAQ,,
HVMCW,NASDAQ,,
HWBK,NASDAQ,,
HWC,NASDAQ,,
HWCPZ,NASDAQ,,
HWH,NASDAQ,,
HWKN,NASDAQ,,
HXHX,NASDAQ,,
HYFM,NASDAQ,,
HYFT,NASDAQ,,
HYMC,NASDAQ,,
HYNE,NASDAQ,,
HYPD,NASDAQ,,
HYPR,NASDAQ,,
IAC,NASDAQ,,
IACO,NASDAQ,,
IACOU,NASDAQ,,
IACOW,NASDAQ,,
IACQU,NASDAQ,,
IART,NASDAQ,,
IBAC,NASDAQ,,
IBACR,NASDAQ,,
IBCP,NASDAQ,,
IBEX,NASDAQ,,
IBG,NASDAQ,,
IBIO,NASDAQ,,
IBKR,NASDAQ,,
IBOC,NASDAQ,,
IBRX,NASDAQ,,
ICCC,NASDAQ,,
ICCM,NASDAQ,,
ICFI,NASDAQ,,
ICG,NASDAQ,,
ICHR,NASDAQ,,
ICLR,NASDAQ,,
ICMB,NASDAQ,,
ICON,NASDAQ,,
ICU,NASDAQ,,
ICUCW,NASDAQ,,
ICUI,NASDAQ,,
IDAI,NASDAQ,,
IDCC,NASDAQ,,
IDN,NASDAQ,,
IDXX,NASDAQ,,
IDYA,NASDAQ,,
IEAG,NASDAQ,,
IEAGR,NASDAQ,,
IEAGU,NASDAQ,,
IEP,NASDAQ,,
IESC,NASDAQ,,
IFBD,NASDAQ,,
IFRX,NASDAQ,,
IGAC,NASDAQ,,
IGACR,NASDAQ,,
IGACU,NASDAQ,,
IGIC,NASDAQ,,
IHRT,NASDAQ,,
III,NASDAQ,,
IIIV,NASDAQ,,
IINN,NASDAQ,,
IINNW,NASDAQ,,
IKT,NASDAQ,,
ILAG,NASDAQ,,
ILLR,NASDAQ,,
ILLRW,NASDAQ,,
ILLU,NASDAQ,,
ILLUU,NASDAQ,,
ILLUW,NASDAQ,,
ILMN,NASDAQ,,
ILPT,NASDAQ,,
IMA,NASDAQ,,
IMCC,NASDAQ,,
IMCR,NASDAQ,,
IMDX,NASDAQ,,
IMKTA,NASDAQ,,
IMMP,NASDAQ,,
IMMR,NASDAQ,,
IMMX,NASDAQ,,
IMNM,NASDAQ,,
IMNN,NASDAQ,,
IMOS,NASDAQ,,
IMPP,NASDAQ,,
IMPPP,NASDAQ,,
IMRN,NASDAQ,,
IMRX,NASDAQ,,
IMSR,NASDAQ,,
IMSRW,NASDAQ,,
IMTE,NASDAQ,,
IMTX,NASDAQ,,
IMUX,NASDAQ,,
IMVT,NASDAQ,,
IMXI,NASDAQ,,
INAB,NASDAQ,,
INAC,NASDAQ,,
INACR,NASDAQ,,
INACU,NASDAQ,,
INBK,NASDAQ,,
INBKZ,NASDAQ,,
INBS,NASDAQ,,
INBX,NASDAQ,,
INCR,NASDAQ,,
INCY,NASDAQ,,
INDB,NASDAQ,,
INDI,NASDAQ,,
INDP,NASDAQ,,
INDV,NASDAQ,,
INEO,NASDAQ,,
INGN,NASDAQ,,
INHD,NASDAQ,,
INKT,NASDAQ,,
INLF,NASDAQ,,
INM,NASDAQ,,
INMB,NASDAQ,,
INMD,NASDAQ,,
INNV,NASDAQ,,
INO,NASDAQ,,
INOD,NASDAQ,,
INSE,NASDAQ,,
INSG,NASDAQ,,
INSM,NASDAQ,,
INTA,NASDAQ,,
INTC,NASDAQ,,
INTG,NASDAQ,,
INTJ,NASDAQ,,
INTR,NASDAQ,,
INTS,NASDAQ,,
INTU,NASDAQ,,
INTZ,NASDAQ,,
INV,NASDAQ,,
INVA,NASDAQ,,
INVE,NASDAQ,,
INVZ,NASDAQ,,
IONR,NASDAQ,,
IONS,NASDAQ,,
IOSP,NASDAQ,,
IOTR,NASDAQ,,
IOVA,NASDAQ,,
IPAR,NASDAQ,,
IPCX,NASDAQ,,
IPCXR,NASDAQ,,
IPCXU,NASDAQ,,
IPDN,NASDAQ,,
IPEX,NASDAQ,,
IPEXR,NASDAQ,,
IPEXU,NASDAQ,,
IPFXU,NASDAQ,,
IPGP,NASDAQ,,
IPHA,NASDAQ,,
IPM,NASDAQ,,
IPOD,NASDAQ,,
IPODU,NASDAQ,,
IPODW,NASDAQ,,
IPSC,NASDAQ,,
IPST,NASDAQ,,
IPW,NASDAQ,,
IPWR,NASDAQ,,
IPX,NASDAQ,,
IQ,NASDAQ,,
IQST,NASDAQ,,
IRD,NASDAQ,,
IRDM,NASDAQ,,
IREN,NASDAQ,,
IRHO,NASDAQ,,
IRHOR,NASDAQ,,
IRHOU,NASDAQ,,
IRIX,NASDAQ,,
IRMD,NASDAQ,,
IRON,NASDAQ,,
IRTC,NASDAQ,,
IRWD,NASDAQ,,
ISBA,NASDAQ,,
ISPC,NASDAQ,,
ISPR,NASDAQ,,
ISRG,NASDAQ,,
ISSC,NASDAQ,,
ISTR,NASDAQ,,
ITHA,NASDAQ,,
ITHAU,NASDAQ,,
ITHAW,NASDAQ,,
ITIC,NASDAQ,,
ITOC,NASDAQ,,
ITRI,NASDAQ,,
ITRN,NASDAQ,,
IVA,NASDAQ,,
IVDA,NASDAQ,,
IVDAW,NASDAQ,,
IVF,NASDAQ,,
IVVD,NASDAQ,,
IXHL,NASDAQ,,
IZEA,NASDAQ,,
IZM,NASDAQ,,
JACK,NASDAQ,,
JAGX,NASDAQ,,
JAKK,NASDAQ,,
JANX,NASDAQ,,
JATT,NASDAQ,,
JAZZ,NASDAQ,,
JBDI,NASDAQ,,
JBHT,NASDAQ,,
JBIO,NASDAQ,,
JBLU,NASDAQ,,
JBSS,NASDAQ,,
JCAP,NASDAQ,,
JCSE,NASDAQ,,
JCTC,NASDAQ,,
JD,NASDAQ,,
JDZG,NASDAQ,,
JEM,NASDAQ,,
JF,NASDAQ,,
JFB,NASDAQ,,
JFIN,NASDAQ,,
JFU,NASDAQ,,
JG,NASDAQ,,
JJSF,NASDAQ,,
JKHY,NASDAQ,,
JL,NASDAQ,,
JLHL,NASDAQ,,
JMSB,NASDAQ,,
JOUT,NASDAQ,,
JOYY,NASDAQ,,
JRSH,NASDAQ,,
JRVR,NASDAQ,,
JSM,NASDAQ,,
JSPR,NASDAQ,,
JSPRW,NASDAQ,,
JTAI,NASDAQ,,
JUNS,NASDAQ,,
JVA,NASDAQ,,
JWEL,NASDAQ,,
JXG,NASDAQ,,
JYD,NASDAQ,,
JYNT,NASDAQ,,
JZ,NASDAQ,,
JZXN,NASDAQ,,
KALA,NASDAQ,,
KALU,NASDAQ,,
KALV,NASDAQ,,
KARO,NASDAQ,,
KBON,NASDAQ,,
KBONU,NASDAQ,,
KBONW,NASDAQ,,
KBSX,NASDAQ,,
KC,NASDAQ,,
KCHV,NASDAQ,,
KCHVR,NASDAQ,,
KCHVU,NASDAQ,,
KDK,NASDAQ,,
KDKRW,NASDAQ,,
KDP,NASDAQ,,
KE,NASDAQ,,
KEEL,NASDAQ,,
KELYA,NASDAQ,,
KELYB,NASDAQ,,
KEQU,NASDAQ,,
KFFB,NASDAQ,,
KFII,NASDAQ,,
KFIIR,NASDAQ,,
KFIIU,NASDAQ,,
KG,NASDAQ,,
KGEI,NASDAQ,,
KHC,NASDAQ,,
KIDS,NASDAQ,,
KIDZ,NASDAQ,,
KIDZW,NASDAQ,,
KINS,NASDAQ,,
KITT,NASDAQ,,
KITTW,NASDAQ,,
KLAC,NASDAQ,,
KLIC,NASDAQ,,
KLRA,NASDAQ,,
KLRS,NASDAQ,,
KLTR,NASDAQ,,
KLXE,NASDAQ,,
KMB,NASDAQ,,
KMDA,NASDAQ,,
KMRK,NASDAQ,,
KMTS,NASDAQ,,
KNDI,NASDAQ,,
KNSA,NASDAQ,,
KOD,NASDAQ,,
KOPN,NASDAQ,,
KOSS,NASDAQ,,
KOYN,NASDAQ,,
KOYNU,NASDAQ,,
KOYNW,NASDAQ,,
KPLT,NASDAQ,,
KPLTW,NASDAQ,,
KPRX,NASDAQ,,
KPTI,NASDAQ,,
KRAQ,NASDAQ,,
KRAQU,NASDAQ,,
KRAQW,NASDAQ,,
KRKR,NASDAQ,,
KRMD,NASDAQ,,
KRNT,NASDAQ,,
KRNY,NASDAQ,,
KROS,NASDAQ,,
KRRO,NASDAQ,,
KRT,NASDAQ,,
KRUS,NASDAQ,,
KRYS,NASDAQ,,
KSCP,NASDAQ,,
KSPI,NASDAQ,,
KTCC,NASDAQ,,
KTOS,NASDAQ,,
KTTA,NASDAQ,,
KTTAW,NASDAQ,,
KTWO,NASDAQ,,
KTWOR,NASDAQ,,
KTWOU,NASDAQ,,
KURA,NASDAQ,,
KUST,NASDAQ,,
KVAC,NASDAQ,,
KVACU,NASDAQ,,
KVACW,NASDAQ,,
KVHI,NASDAQ,,
KWM,NASDAQ,,
KWMWW,NASDAQ,,
KXIN,NASDAQ,,
KYIV,NASDAQ,,
KYIVW,NASDAQ,,
KYMR,NASDAQ,,
KYNB,NASDAQ,,
KYTX,NASDAQ,,
KZIA,NASDAQ,,
KZR,NASDAQ,,
LAB,NASDAQ,,
LABT,NASDAQ,,
LAES,NASDAQ,,
LAFA,NASDAQ,,
LAFAR,NASDAQ,,
LAFAU,NASDAQ,,
LAKE,NASDAQ,,
LAMR,NASDAQ,,
LAND,NASDAQ,,
LANDO,NASDAQ,,
LANDP,NASDAQ,,
LARK,NASDAQ,,
LASE,NASDAQ,,
LASR,NASDAQ,,
LATA,NASDAQ,,
LATAU,NASDAQ,,
LATAW,NASDAQ,,
LAUR,NASDAQ,,
LAWR,NASDAQ,,
LBGJ,NASDAQ,,
LBRDA,NASDAQ,,
LBRDK,NASDAQ,,
LBRDP,NASDAQ,,
LBRX,NASDAQ,,
LBTYA,NASDAQ,,
LBTYB,NASDAQ,,
LBTYK,NASDAQ,,
LCCC,NASDAQ,,
LCCCR,NASDAQ,,
LCCCU,NASDAQ,,
LCFY,NASDAQ,,
LCFYW,NASDAQ,,
LCID,NASDAQ,,
LCNB,NASDAQ,,
LCUT,NASDAQ,,
LE,NASDAQ,,
LECO,NASDAQ,,
LEDS,NASDAQ,,
LEE,NASDAQ,,
LEGH,NASDAQ,,
LEGN,NASDAQ,,
LENZ,NASDAQ,,
LESL,NASDAQ,,
LEXX,NASDAQ,,
LFAC,NASDAQ,,
LFACU,NASDAQ,,
LFACW,NASDAQ,,
LFCR,NASDAQ,,
LFMD,NASDAQ,,
LFMDP,NASDAQ,,
LFS,NASDAQ,,
LFST,NASDAQ,,
LFUS,NASDAQ,,
LFVN,NASDAQ,,
LFWD,NASDAQ,,
LGCB,NASDAQ,,
LGCL,NASDAQ,,
LGHL,NASDAQ,,
LGIH,NASDAQ,,
LGN,NASDAQ,,
LGND,NASDAQ,,
LGO,NASDAQ,,
LGVN,NASDAQ,,
LHAI,NASDAQ,,
LHSW,NASDAQ,,
LI,NASDAQ,,
LICN,NASDAQ,,
LIDR,NASDAQ,,
LIDRW,NASDAQ,,
LIEN,NASDAQ,,
LIF,NASDAQ,,
LIFE,NASDAQ,,
LILA,NASDAQ,,
LILAK,NASDAQ,,
LIMN,NASDAQ,,
LIMNW,NASDAQ,,
LIN,NASDAQ,,
LINC,NASDAQ,,
LIND,NASDAQ,,
LINE,NASDAQ,,
LINK,NASDAQ,,
LIQT,NASDAQ,,
LITE,NASDAQ,,
LITS,NASDAQ,,
LIVE,NASDAQ,,
LIVN,NASDAQ,,
LIXT,NASDAQ,,
LKFN,NASDAQ,,
LKFT,NASDAQ,,
LKQ,NASDAQ,,
LKSP,NASDAQ,,
LKSPR,NASDAQ,,
LKSPU,NASDAQ,,
LLYVA,NASDAQ,,
LLYVK,NASDAQ,,
LMAT,NASDAQ,,
LMB,NASDAQ,,
LMFA,NASDAQ,,
LMNR,NASDAQ,,
LMRI,NASDAQ,,
LNAI,NASDAQ,,
LNKS,NASDAQ,,
LNSR,NASDAQ,,
LNT,NASDAQ,,
LNTH,NASDAQ,,
LNZA,NASDAQ,,
LNZAW,NASDAQ,,
LOAN,NASDAQ,,
LOBO,NASDAQ,,
LOCO,NASDAQ,,
LOGI,NASDAQ,,
LOKV,NASDAQ,,
LOKVU,NASDAQ,,
LOKVW,NASDAQ,,
LONA,NASDAQ,,
LOOP,NASDAQ,,
LOPE,NASDAQ,,
LOT,NASDAQ,,
LOTWW,NASDAQ,,
LOVE,NASDAQ,,
LPAA,NASDAQ,,
LPAAU,NASDAQ,,
LPAAW,NASDAQ,,
LPBB,NASDAQ,,
LPBBU,NASDAQ,,
LPBBW,NASDAQ,,
LPCN,NASDAQ,,
LPCV,NASDAQ,,
LPCVU,NASDAQ,,
LPCVW,NASDAQ,,
LPLA,NASDAQ,,
LPRO,NASDAQ,,
LPSN,NASDAQ,,
LPTH,NASDAQ,,
LQDA,NASDAQ,,
LQDT,NASDAQ,,
LRCX,NASDAQ,,
LRE,NASDAQ,,
LRHC,NASDAQ,,
LRMR,NASDAQ,,
LSAK,NASDAQ,,
LSBK,NASDAQ,,
LSCC,NASDAQ,,
LSE,NASDAQ,,
LSH,NASDAQ,,
LSTA,NASDAQ,,
LSTR,NASDAQ,,
LTBR,NASDAQ,,
LTRN,NASDAQ,,
LTRX,NASDAQ,,
LTRYW,NASDAQ,,
LUCD,NASDAQ,,
LUCY,NASDAQ,,
LUCYW,NASDAQ,,
LULU,NASDAQ,,
LUNG,NASDAQ,,
LUNR,NASDAQ,,
LVLU,NASDAQ,,
LVO,NASDAQ,,
LWAC,NASDAQ,,
LWACU,NASDAQ,,
LWACW,NASDAQ,,
LWAY,NASDAQ,,
LWLG,NASDAQ,,
LX,NASDAQ,,
LXEH,NASDAQ,,
LXEO,NASDAQ,,
LXRX,NASDAQ,,
LYEL,NASDAQ,,
LYFT,NASDAQ,,
LYTS,NASDAQ,,
LZ,NASDAQ,,
LZMH,NASDAQ,,
MAAS,NASDAQ,,
MACI,NASDAQ,,
MACIU,NASDAQ,,
MACIW,NASDAQ,,
MAGH,NASDAQ,,
MAKO,NASDAQ,,
MAMA,NASDAQ,,
MAMK,NASDAQ,,
MAMO,NASDAQ,,
MANH,NASDAQ,,
MAR,NASDAQ,,
MARA,NASDAQ,,
MARPS,NASDAQ,,
MASI,NASDAQ,,
MASK,NASDAQ,,
MASS,NASDAQ,,
MAT,NASDAQ,,
MATH,NASDAQ,,
MATW,NASDAQ,,
MAYS,NASDAQ,,
MAZE,NASDAQ,,
MB,NASDAQ,,
MBAI,NASDAQ,,
MBAV,NASDAQ,,
MBAVU,NASDAQ,,
MBAVW,NASDAQ,,
MBBC,NASDAQ,,
MBIN,NASDAQ,,
MBINL,NASDAQ,,
MBINM,NASDAQ,,
MBINN,NASDAQ,,
MBIO,NASDAQ,,
MBLY,NASDAQ,,
MBNKO,NASDAQ,,
MBOT,NASDAQ,,
MBRX,NASDAQ,,
MBUU,NASDAQ,,
MBVI,NASDAQ,,
MBVIU,NASDAQ,,
MBVIW,NASDAQ,,
MBWM,NASDAQ,,
MBX,NASDAQ,,
MCAHU,NASDAQ,,
MCBS,NASDAQ,,
MCFT,NASDAQ,,
MCGA,NASDAQ,,
MCGAU,NASDAQ,,
MCGAW,NASDAQ,,
MCHB,NASDAQ,,
MCHP,NASDAQ,,
MCHPP,NASDAQ,,
MCHX,NASDAQ,,
MCRB,NASDAQ,,
MCRI,NASDAQ,,
MCTA,NASDAQ,,
MCW,NASDAQ,,
MDAI,NASDAQ,,
MDAIW,NASDAQ,,
MDB,NASDAQ,,
MDBH,NASDAQ,,
MDCX,NASDAQ,,
MDCXW,NASDAQ,,
MDGL,NASDAQ,,
MDIA,NASDAQ,,
MDLN,NASDAQ,,
MDLZ,NASDAQ,,
MDRR,NASDAQ,,
MDWD,NASDAQ,,
MDXG,NASDAQ,,
MDXH,NASDAQ,,
MEDP,NASDAQ,,
MEGL,NASDAQ,,
MEHA,NASDAQ,,
MELI,NASDAQ,,
MENS,NASDAQ,,
MEOH,NASDAQ,,
MERC,NASDAQ,,
MESH,NASDAQ,,
MESHU,NASDAQ,,
MESHW,NASDAQ,,
MESO,NASDAQ,,
META,NASDAQ,,
METC,NASDAQ,,
METCB,NASDAQ,,
METCI,NASDAQ,,
METCZ,NASDAQ,,
MEVO,NASDAQ,,
MEVOU,NASDAQ,,
MEVOW,NASDAQ,,
MFI,NASDAQ,,
MFIC,NASDAQ,,
MFICL,NASDAQ,,
MFIN,NASDAQ,,
MGEE,NASDAQ,,
MGIH,NASDAQ,,
MGN,NASDAQ,,
MGNI,NASDAQ,,
MGNX,NASDAQ,,
MGPI,NASDAQ,,
MGRC,NASDAQ,,
MGRT,NASDAQ,,
MGRX,NASDAQ,,
MGTX,NASDAQ,,
MGX,NASDAQ,,
MGYR,NASDAQ,,
MIDD,NASDAQ,,
MIMI,NASDAQ,,
MIND,NASDAQ,,
MIRA,NASDAQ,,
MIRM,NASDAQ,,
MIST,NASDAQ,,
MITK,NASDAQ,,
MKDW,NASDAQ,,
MKDWW,NASDAQ,,
MKLY,NASDAQ,,
MKLYR,NASDAQ,,
MKLYU,NASDAQ,,
MKSI,NASDAQ,,
MKTW,NASDAQ,,
MKTX,NASDAQ,,
MKZR,NASDAQ,,
MLAA,NASDAQ,,
MLAAU,NASDAQ,,
MLAAW,NASDAQ,,
MLAB,NASDAQ,,
MLAC,NASDAQ,,
MLACR,NASDAQ,,
MLACU,NASDAQ,,
MLCI,NASDAQ,,
MLCIL,NASDAQ,,
MLCO,NASDAQ,,
MLEC,NASDAQ,,
MLECW,NASDAQ,,
MLGO,NASDAQ,,
MLKN,NASDAQ,,
MLTX,NASDAQ,,
MLYS,NASDAQ,,
MMED,NASDAQ,,
MMLP,NASDAQ,,
MMSI,NASDAQ,,
MMTX,NASDAQ,,
MMTXU,NASDAQ,,
MMTXW,NASDAQ,,
MMYT,NASDAQ,,
MNDO,NASDAQ,,
MNDR,NASDAQ,,
MNDY,NASDAQ,,
MNKD,NASDAQ,,
MNOV,NASDAQ,,
MNPR,NASDAQ,,
MNRO,NASDAQ,,
MNSB,NASDAQ,,
MNSBP,NASDAQ,,
MNST,NASDAQ,,
MNTK,NASDAQ,,
MNTS,NASDAQ,,
MNTSW,NASDAQ,,
MNY,NASDAQ,,
MNYWW,NASDAQ,,
MOB,NASDAQ,,
MOBBW,NASDAQ,,
MOBI,NASDAQ,,
MOBX,NASDAQ,,
MOBXW,NASDAQ,,
MODD,NASDAQ,,
MOLN,NASDAQ,,
MOMO,NASDAQ,,
MORN,NASDAQ,,
MOVE,NASDAQ,,
MPAA,NASDAQ,,
MPB,NASDAQ,,
MPLT,NASDAQ,,
MPWR,NASDAQ,,
MQ,NASDAQ,,
MRAM,NASDAQ,,
MRBK,NASDAQ,,
MRCY,NASDAQ,,
MRDN,NASDAQ,,
MREO,NASDAQ,,
MRKR,NASDAQ,,
MRLN,NASDAQ,,
MRM,NASDAQ,,
MRNA,NASDAQ,,
MRNO,NASDAQ,,
MRNOW,NASDAQ,,
MRTN,NASDAQ,,
MRVI,NASDAQ,,
MRVL,NASDAQ,,
MRX,NASDAQ,,
MSAI,NASDAQ,,
MSAIW,NASDAQ,,
MSBI,NASDAQ,,
MSBIP,NASDAQ,,
MSEX,NASDAQ,,
MSFT,NASDAQ,,
MSGM,NASDAQ,,
MSGY,NASDAQ,,
MSLE,NASDAQ,,
MSS,NASDAQ,,
MSTR,NASDAQ,,
MSW,NASDAQ,,
MTC,NASDAQ,,
MTCH,NASDAQ,,
MTEK,NASDAQ,,
MTEKW,NASDAQ,,
MTEN,NASDAQ,,
MTEX,NASDAQ,,
MTLS,NASDAQ,,
MTRX,NASDAQ,,
MTSI,NASDAQ,,
MTVA,NASDAQ,,
MU,NASDAQ,,
MUZE,NASDAQ,,
MUZEU,NASDAQ,,
MUZEW,NASDAQ,,
MVBF,NASDAQ,,
MVIS,NASDAQ,,
MVST,NASDAQ,,
MVSTW,NASDAQ,,
MWH,NASDAQ,,
MWYN,NASDAQ,,
MXCT,NASDAQ,,
MXL,NASDAQ,,
MYFW,NASDAQ,,
MYGN,NASDAQ,,
MYPS,NASDAQ,,
MYPSW,NASDAQ,,
MYRG,NASDAQ,,
MYSE,NASDAQ,,
MYSEW,NASDAQ,,
MYSZ,NASDAQ,,
MYXXU,NASDAQ,,
MZTI,NASDAQ,,
NAAS,NASDAQ,,
NAGE,NASDAQ,,
NAII,NASDAQ,,
NAKA,NASDAQ,,
NAMI,NASDAQ,,
NAMM,NASDAQ,,
NAMMW,NASDAQ,,
NAMS,NASDAQ,,
NAMSW,NASDAQ,,
NATH,NASDAQ,,
NATR,NASDAQ,,
NAUT,NASDAQ,,
NAVI,NASDAQ,,
NAVN,NASDAQ,,
NB,NASDAQ,,
NBBK,NASDAQ,,
NBIS,NASDAQ,,
NBIX,NASDAQ,,
NBN,NASDAQ,,
NBP,NASDAQ,,
NBRG,NASDAQ,,
NBRGR,NASDAQ,,
NBRGU,NASDAQ,,
NBTB,NASDAQ,,
NBTX,NASDAQ,,
NCEL,NASDAQ,,
NCEW,NASDAQ,,
NCI,NASDAQ,,
NCMI,NASDAQ,,
NCNA,NASDAQ,,
NCNO,NASDAQ,,
NCPL,NASDAQ,,
NCPLW,NASDAQ,,
NCRA,NASDAQ,,
NCSM,NASDAQ,,
NCT,NASDAQ,,
NCTY,NASDAQ,,
NDAQ,NASDAQ,,
NDLS,NASDAQ,,
NDRA,NASDAQ,,
NDSN,NASDAQ,,
NECB,NASDAQ,,
NEGG,NASDAQ,,
NEO,NASDAQ,,
NEOG,NASDAQ,,
NEON,NASDAQ,,
NEOV,NASDAQ,,
NEOVW,NASDAQ,,
NEPH,NASDAQ,,
NERV,NASDAQ,,
NESR,NASDAQ,,
NEUP,NASDAQ,,
NEWT,NASDAQ,,
NEWTG,NASDAQ,,
NEWTH,NASDAQ,,
NEWTI,NASDAQ,,
NEWTO,NASDAQ,,
NEWTP,NASDAQ,,
NEXM,NASDAQ,,
NEXN,NASDAQ,,
NEXR,NASDAQ,,
NEXRW,NASDAQ,,
NEXT,NASDAQ,,
NFBK,NASDAQ,,
NFE,NASDAQ,,
NFLX,NASDAQ,,
NGEN,NASDAQ,,
NGNE,NASDAQ,,
NHIC,NASDAQ,,
NHICU,NASDAQ,,
NHICW,NASDAQ,,
NHIVU,NASDAQ,,
NHP,NASDAQ,,
NHPAP,NASDAQ,,
NHPBP,NASDAQ,,
NHTC,NASDAQ,,
NICE,NASDAQ,,
NICM,NASDAQ,,
NIOBW,NASDAQ,,
NIPG,NASDAQ,,
NIU,NASDAQ,,
NIVF,NASDAQ,,
NIVFW,NASDAQ,,
NIXX,NASDAQ,,
NIXXW,NASDAQ,,
NKLR,NASDAQ,,
NKSH,NASDAQ,,
NKTR,NASDAQ,,
NKTX,NASDAQ,,
NMFC,NASDAQ,,
NMFCZ,NASDAQ,,
NMIH,NASDAQ,,
NMP,NASDAQ,,
NMPAR,NASDAQ,,
NMPAU,NASDAQ,,
NMRA,NASDAQ,,
NMRK,NASDAQ,,
NMTC,NASDAQ,,
NN,NASDAQ,,
NNAVW,NASDAQ,,
NNBR,NASDAQ,,
NNDM,NASDAQ,,
NNE,NASDAQ,,
NNNN,NASDAQ,,
NNOX,NASDAQ,,
NODK,NASDAQ,,
NOEM,NASDAQ,,
NOEMR,NASDAQ,,
NOEMU,NASDAQ,,
NOEMW,NASDAQ,,
NOMA,NASDAQ,,
NOTV,NASDAQ,,
NOVT,NASDAQ,,
NOVTU,NASDAQ,,
NPAC,NASDAQ,,
NPACU,NASDAQ,,
NPACW,NASDAQ,,
NPCE,NASDAQ,,
NPT,NASDAQ,,
NRC,NASDAQ,,
NRDS,NASDAQ,,
NRIM,NASDAQ,,
NRIX,NASDAQ,,
NRSN,NASDAQ,,
NRSNW,NASDAQ,,
NRXP,NASDAQ,,
NRXPW,NASDAQ,,
NSIT,NASDAQ,,
NSPR,NASDAQ,,
NSSC,NASDAQ,,
NSTS,NASDAQ,,
NSYS,NASDAQ,,
NTAP,NASDAQ,,
NTCL,NASDAQ,,
NTCT,NASDAQ,,
NTES,NASDAQ,,
NTGR,NASDAQ,,
NTHI,NASDAQ,,
NTIC,NASDAQ,,
NTLA,NASDAQ,,
NTNX,NASDAQ,,
NTRA,NASDAQ,,
NTRB,NASDAQ,,
NTRBW,NASDAQ,,
NTRP,NASDAQ,,
NTRS,NASDAQ,,
NTRSO,NASDAQ,,
NTSK,NASDAQ,,
NTWK,NASDAQ,,
NTWO,NASDAQ,,
NTWOU,NASDAQ,,
NTWOW,NASDAQ,,
NUAI,NASDAQ,,
NUAIW,NASDAQ,,
NUCL,NASDAQ,,
NUCLW,NASDAQ,,
NUTR,NASDAQ,,
NUTX,NASDAQ,,
NUVL,NASDAQ,,
NUWE,NASDAQ,,
NVA,NASDAQ,,
NVAWW,NASDAQ,,
NVAX,NASDAQ,,
NVCR,NASDAQ,,
NVCT,NASDAQ,,
NVDA,NASDAQ,,
NVEC,NASDAQ,,
NVMI,NASDAQ,,
NVNI,NASDAQ,,
NVNIW,NASDAQ,,
NVNO,NASDAQ,,
NVTS,NASDAQ,,
NVVE,NASDAQ,,
NVX,NASDAQ,,
NWBI,NASDAQ,,
NWE,NASDAQ,,
NWFL,NASDAQ,,
NWGL,NASDAQ,,
NWL,NASDAQ,,
NWPX,NASDAQ,,
NWS,NASDAQ,,
NWSA,NASDAQ,,
NWTG,NASDAQ,,
NXGL,NASDAQ,,
NXGLW,NASDAQ,,
NXL,NASDAQ,,
NXPI,NASDAQ,,
NXPL,NASDAQ,,
NXPLW,NASDAQ,,
NXST,NASDAQ,,
NXT,NASDAQ,,
NXTC,NASDAQ,,
NXTS,NASDAQ,,
NXTT,NASDAQ,,
NXXT,NASDAQ,,
NYAX,NASDAQ,,
NYXH,NASDAQ,,
OABI,NASDAQ,,
OABIW,NASDAQ,,
OACC,NASDAQ,,
OACCU,NASDAQ,,
OACCW,NASDAQ,,
OBA,NASDAQ,,
OBAI,NASDAQ,,
OBAWU,NASDAQ,,
OBAWW,NASDAQ,,
OBIO,NASDAQ,,
OBT,NASDAQ,,
OCC,NASDAQ,,
OCCI,NASDAQ,,
OCCIM,NASDAQ,,
OCCIN,NASDAQ,,
OCFC,NASDAQ,,
OCG,NASDAQ,,
OCGN,NASDAQ,,
OCS,NASDAQ,,
OCSAW,NASDAQ,,
OCSL,NASDAQ,,
OCUL,NASDAQ,,
ODD,NASDAQ,,
ODFL,NASDAQ,,
ODTX,NASDAQ,,
ODVWZ,NASDAQ,,
ODYS,NASDAQ,,
OESX,NASDAQ,,
OFAL,NASDAQ,,
OFIX,NASDAQ,,
OFLX,NASDAQ,,
OFS,NASDAQ,,
OFSSH,NASDAQ,,
OFSSO,NASDAQ,,
OGI,NASDAQ,,
OIM,NASDAQ,,
OIMAU,NASDAQ,,
OIMAW,NASDAQ,,
OIO,NASDAQ,,
OIOWW,NASDAQ,,
OKTA,NASDAQ,,
OKUR,NASDAQ,,
OKYO,NASDAQ,,
OLB,NASDAQ,,
OLED,NASDAQ,,
OLLI,NASDAQ,,
OLMA,NASDAQ,,
OLOX,NASDAQ,,
OLPX,NASDAQ,,
OM,NASDAQ,,
OMAB,NASDAQ,,
OMCL,NASDAQ,,
OMDA,NASDAQ,,
OMER,NASDAQ,,
OMEX,NASDAQ,,
OMH,NASDAQ,,
OMSE,NASDAQ,,
ON,NASDAQ,,
ONB,NASDAQ,,
ONBPO,NASDAQ,,
ONBPP,NASDAQ,,
ONC,NASDAQ,,
ONCH,NASDAQ,,
ONCHU,NASDAQ,,
ONCHW,NASDAQ,,
ONCO,NASDAQ,,
ONCY,NASDAQ,,
ONDS,NASDAQ,,
ONEG,NASDAQ,,
ONEW,NASDAQ,,
